Sleep_Hours,Study_Hours,Screen_Time,Exercise_Mins,Is_Weekend,Productivity_Label
7.808098076643588,4.267740667587716,10.808707591989284,0,0,0
5.188187719961999,6.8132551719844106,10.71843527745232,0,0,1
7.641081743059297,6.137004742020207,2.2924728303455915,30,0,2
5.838915663596266,4.204870533080616,10.258167505647627,0,0,0
7.161529152967898,9.878637239136816,3.288698674734452,60,1,2
7.167648553804474,6.451973374211985,5.351188542591419,0,1,1
6.678873420373792,3.1350411256239505,9.435082562916078,30,0,0
4.451448850272041,1.9160422535836337,3.607598960483082,30,0,0
8.17651247794619,2.375732252658988,10.179670241190621,60,1,0
5.603900324858679,3.213619555460573,10.32134177957742,30,0,0
4.932592551999271,2.446132359336001,7.074677337608362,0,0,0
4.20387570777382,2.679103216461752,2.063858717168336,30,1,0
6.954464715941209,3.565856518244624,4.870381331749128,60,0,1
7.387821809211412,2.560362357652793,8.169269183757422,30,0,0
4.082939144639281,9.070888821637826,11.811861780274235,30,0,1
6.560465291496405,1.7221037109547799,8.318135270166684,30,0,0
5.1324788759896895,5.720602506132292,4.598035810641598,60,0,1
7.225863952047249,4.693571442906954,8.340057030996114,30,1,1
4.871832145024957,9.841407552177458,7.3998537971585545,30,0,2
7.45468869051233,2.008350119512471,9.798453951511437,0,0,0
5.933676731502687,4.580700391411675,3.0698063882695843,60,1,1
8.683649943683672,9.72523389947832,9.61027902502028,30,0,2
4.687604720729967,8.789564133045822,7.412665786761103,60,0,1
5.705331755251293,8.353648638543518,11.629920038589946,30,1,1
4.567367606202946,3.3211254434044584,5.418721660386861,30,0,0
8.623468091392814,2.5379882865105925,8.326218931339481,30,1,0
8.386696766904905,7.017788979319879,11.320281055100175,0,1,1
5.289708138575778,9.364383902148273,3.0250972799067926,0,0,2
7.299920230170895,6.010866037125368,11.372284872364512,0,0,1
8.08611100100608,6.144514205229099,8.878857223008133,60,1,1
6.776004057997312,3.5198118429425573,2.678370591051719,60,0,1
6.648252891780032,7.925436398727432,5.009635669468162,0,1,2
5.209261454502259,2.6833937370177106,9.081720886452816,60,0,0
4.465513839029496,3.913113127638193,2.673506014687717,30,0,1
8.486078789766633,4.828927947547751,7.8217046017627325,30,0,1
8.502090285816653,5.568493408160095,5.458830569529567,30,1,1
7.16550728636634,3.181687591735722,8.20915517767477,0,1,0
5.6951489552435035,2.033531422652832,2.4574203381251287,60,0,0
5.746047873063304,6.495580381974693,10.715368061523762,0,0,1
7.629778394351197,3.597674979162302,11.734889691773969,60,1,0
8.485551299762886,6.231143992803511,11.688778552856915,30,0,1
8.435432121325587,2.389264437467821,9.496518317429247,0,0,0
7.899377729288119,5.330260916693358,3.3008624013063197,60,0,1
7.210158230771439,5.793304892964272,9.582631959290225,60,0,1
4.4206998249752445,1.4664118314018422,2.245869164588015,30,1,0
4.808143570473069,4.029438503745285,2.2212355152899725,0,0,1
8.492770942635396,2.209732092450768,5.236102191495412,0,0,1
7.03214529829795,1.5703747342549097,6.886431904046658,0,0,0
4.045985258083149,9.909642091509507,9.704074178077931,30,1,1
4.50735771433016,3.9011846047725065,8.832953766065053,0,0,0
7.317508845540279,8.288870012691714,6.459027063767484,30,0,2
4.025307919231094,3.2917658928738747,4.736266662816659,30,0,0
4.804040257087493,7.133524500015364,11.971245001577111,30,1,1
6.743668946832931,7.842050739007179,6.261813022359729,60,0,2
7.459475988463466,6.360748665470599,6.513870243296755,0,0,1
7.259806297513003,5.244185696951425,3.636238211916692,0,0,1
5.1213465473027995,4.706568227325417,9.948095487499295,30,0,0
7.56089610673768,4.139814398886958,8.936822257814885,30,0,1
5.186245437484001,9.365762298230432,4.207696127887604,0,1,2
5.626998490796339,8.475574670089562,2.823810456158427,30,0,2
7.73245702559012,9.685242195998613,8.80499302074713,0,1,2
7.2481644952360735,2.1186750113699024,8.545112142811352,60,0,0
8.24611705247089,7.577807276832798,4.7325952699820935,30,1,2
7.288064461501717,9.44506411138934,11.508635622504103,0,0,2
6.841543016677358,2.6310975954909415,3.5105789178090023,30,0,1
4.468373839140463,1.5984664063009975,6.323348010426019,0,1,0
5.838579015297167,7.670085843610531,11.436159201675988,0,1,1
5.326011838408627,6.170258018619207,6.197273169261223,30,0,1
5.219948216895418,8.576458990824449,8.385259476640854,60,0,1
8.865052773762228,2.2579513896366055,5.975943979627942,0,1,1
5.965488623333802,8.15740580673901,4.7421520234867005,0,0,2
8.460232775885567,2.8146458804297008,11.839776479598282,0,1,0
7.1556931299863145,2.4729034857913406,6.09334006315043,60,1,0
7.974056517708242,2.4783921813789362,10.940992036791345,60,0,0
6.513185465525961,8.33117248208244,4.299546058910861,30,0,2
6.884519423131795,6.986774986265801,4.131047040250833,60,0,2
6.462588469094319,5.707588822922074,2.311340828845114,30,0,1
4.976214938990222,4.229474357111522,8.516668253758851,30,0,0
7.612260576307527,8.894804867317974,5.685263437237611,60,1,2
5.403861812204279,4.532005966803719,10.64358249839637,30,0,0
4.121579832157269,8.349394955244193,6.732099066915572,60,1,1
7.227361479535839,4.952214177131966,11.681934279147217,30,0,0
4.8855533970352445,4.392499864824169,3.8552551570312117,60,0,1
8.70229292176457,5.164118071026458,10.686231679556109,60,0,1
8.769642885012937,3.7124008674772786,9.765968527917417,30,0,1
8.574321951102242,7.72848442158626,9.70921844644052,0,0,1
5.850793501277222,5.5244835108323125,10.447832281168877,30,0,0
4.077283082644337,3.0899142563213555,9.610239909429989,60,1,0
8.641592812938626,9.096171159471115,8.262203216314154,0,0,2
6.140920741586571,4.455020992358903,3.3124487768238757,30,0,1
8.833274095218348,5.891975750025898,2.325261794912519,30,0,2
8.818099885446264,9.158248998680923,11.208478478156868,30,0,2
8.265047277336802,6.618141963225929,8.16650314520738,0,0,1
5.4722444603479286,2.0520823663752767,9.965372909761763,60,0,0
5.9254886430096265,9.458489112521276,6.815223515125501,30,0,2
8.255683357584285,6.6493724776427605,3.173081889623945,30,0,2
5.584610025781388,4.014150531913775,3.251857922025504,30,0,1
4.847463733430462,2.2534486539704854,8.855652872289713,30,1,0
6.784006312291751,8.146226703432664,6.303058948994627,30,0,2
8.680773870803904,6.580654803356621,4.005247267003368,60,0,2
7.480148983374865,5.801149827786894,6.915945467414369,60,0,1
6.850305850446825,9.045033247458619,2.642089370751341,30,0,2
4.485882468853843,8.097374901020777,7.819714019143988,0,1,1
7.075036133495849,2.365073917594761,4.689934044350977,60,0,0
8.950269250521316,3.805498610159934,9.975591006371882,0,0,1
4.7004200761826205,3.236402258330192,5.103619589235738,60,0,0
6.591648261818683,7.695516633154092,6.552201490818012,30,0,2
8.386865359639778,1.3017919126220145,2.1162053990810064,60,0,1
7.703843088771022,6.129007163841849,2.724468877945589,30,0,2
7.48507870497634,7.862128171666215,5.924935564066848,60,1,2
7.512420419935546,8.890890730855745,6.799388347171235,30,0,2
5.797455756098776,4.078735738443167,8.000205481193037,30,0,0
5.467959221322467,8.391315742048116,4.916625787093032,30,0,2
8.046805777392567,1.995685632596865,8.949818861265426,30,0,0
8.050566973395904,8.618070625610663,10.601223971892045,0,0,2
8.335361592900519,2.147397960987842,9.798509888933499,30,1,0
8.566202762782357,4.575585615043305,2.3961882534835715,0,1,1
6.556711994304689,8.175658292015981,6.805069472578289,0,0,2
6.507581473435998,2.349256846138964,3.0493017841817487,30,1,1
7.991475894833876,3.0632625570937733,4.4204501586252745,0,1,1
7.249819653888826,7.500273115537596,11.866625932671464,60,1,1
7.509834386288517,7.480328828914669,3.4249554290151325,30,0,2
7.978963347180505,6.770328695967676,6.988881534513561,0,1,1
8.450026709087831,7.2455360002039,8.18155734318119,30,0,2
5.689975784257679,5.884519990128366,9.024649705441039,30,1,1
5.87791476319972,3.266191530162575,7.5964868348691414,30,0,0
4.469909699204345,4.111263941535275,2.097708474191837,0,0,1
6.89140070498087,2.634379451212831,5.264613082439919,60,1,0
4.17971136898371,9.176055052002654,7.1771164338471145,60,0,1
6.327990090662301,6.250526152895084,2.8786649914483338,0,1,1
6.713223173537883,4.607662750872759,5.506269312091808,30,1,1
5.432706260641422,5.1580522327971945,2.3320310879136654,0,0,1
6.954166302845054,9.525550056506338,2.7857849715502074,0,0,2
4.152501249695247,2.380162628044722,5.96923276201596,0,0,0
4.186740943746072,6.276068488151175,3.3271575404306035,30,0,1
8.113002803298292,5.5529981099601935,7.675408482615581,0,0,1
5.800953207056315,6.503088118911831,8.894649691372656,30,1,1
4.635302563259424,1.1629916543875645,10.005866991090828,0,0,0
6.611216300274021,8.849115180497364,4.001502442448101,60,0,2
7.849967765493054,9.38906454235251,3.6748258225906976,0,1,2
5.079105137484216,6.086198652302881,3.0456784033440023,0,0,1
7.114452379095001,7.26985741489203,8.364302495436366,60,0,1
4.42673732496884,9.302494430595662,9.064757264869012,30,1,1
4.258408605843038,7.3651477088205874,2.3158614482564204,30,0,1
6.65677315784074,2.3728513862283522,11.362122462436899,0,1,0
6.7031756080505325,6.186595241501319,2.5197128365147243,60,1,2
7.187149507491033,6.460435417445703,7.412963353010705,30,1,1
7.6304566686133075,4.817176041721474,9.090605194509164,0,0,1
8.879260397312674,7.627998120622506,10.709691237460856,60,0,1
6.581501741505976,9.409303132921133,9.140869321324278,30,0,2
5.61478236470623,9.330116616160987,10.017280830697919,30,1,1
7.975930973843518,5.057554342637189,5.39450192542806,60,1,1
5.3541612563103715,2.019142412566797,10.148251137465122,60,0,0
6.1948571035281805,9.863570790661012,2.8011484638467516,60,0,2
4.39228190671133,8.550082778013408,10.948166560605276,60,0,1
4.126753717077287,2.1219641308294017,7.475923761537363,0,0,0
8.813242073389626,9.28757694355635,10.172977699624937,60,1,2
8.17990060256103,8.829067258559155,6.523182845183001,30,0,2
7.47987103046849,5.669542514134649,8.435776951965249,30,1,1
6.044764722071349,6.321478921704363,7.264026609361132,0,1,1
4.866471600354229,4.591024334831173,9.315895217553319,30,0,0
4.78218521335543,1.492854749398282,2.816299820305896,30,0,0
5.251214490822976,4.016775174813109,2.603520839905638,60,0,1
6.746133323530602,8.225681037382103,4.471032340101464,30,0,2
7.572979613500312,1.0416882070414257,3.5954468011318834,0,1,0
7.300986883588656,4.001492545220298,10.717835665922017,60,1,0
5.399669484729714,4.58351824231849,4.192139873580443,60,1,1
8.774326403315971,5.836560426441306,11.758652558191313,0,0,1
7.689484583478842,9.278700547714845,5.368957917711068,60,0,2
6.771770262557004,4.1171139492936515,3.821179156886993,60,1,1
7.058603731171761,4.122578817066049,9.89698507142479,0,0,0
6.09800031213895,7.637511232987736,8.58707775500876,60,0,1
5.238654947505787,5.069961468008264,6.98195716453139,0,0,1
5.779863393256308,3.021443406459838,7.553635509376313,0,0,0
7.789230552321845,5.07195564519424,9.192017782722639,30,0,1
4.071967443148779,2.2677131834181985,4.284547413312987,30,0,0
4.580363202534581,2.58748287855601,11.963339160567418,60,1,0
4.230013210108764,5.4853099546553175,11.747931621467831,60,0,0
4.203644011594851,4.770329045540931,8.50325686346937,0,0,0
8.277302920055035,9.2336131096129,3.9954245092914515,60,0,2
7.518289296900118,4.261545092049698,8.802282424312914,0,1,1
6.370869145436626,6.225295152502391,2.7219840897917584,0,0,1
4.489170803255007,6.690378591275773,2.306525022058061,60,0,1
6.458079375584162,1.1178501092950026,4.576828885112137,0,0,0
6.367358853902829,6.971836348150395,6.626229567393163,30,1,1
4.866009349550076,2.6023237018277627,10.682725054083805,60,0,0
6.169258246189865,9.649632857225097,9.27169069766308,30,1,2
5.992523671986867,2.3379645497780164,9.42706521199981,60,1,0
7.079250490261082,4.731617113543214,6.2549333444807536,0,0,1
7.175468254338218,1.7681470127077947,5.459349925469629,60,1,0
4.226520048860222,9.971868266613527,5.710387629846027,30,0,2
5.873063073132356,5.519755092981184,11.876495637360579,0,1,0
7.129299578571182,6.358465155880394,2.401091914124825,60,0,2
6.515681292900439,1.6036882964958474,10.670314961224486,60,1,0
8.28244920594161,7.7496442335926,7.786754085723934,60,0,2
7.293468158094726,2.889150337860272,6.386154191895905,30,0,0
4.8146721354071484,9.082488604966423,9.252576604151365,30,0,1
4.352843737002149,2.8462567643380643,6.866689414247029,60,0,0
7.212096391031578,2.716189485972999,10.734232380816605,0,0,0
4.132556552708109,1.328947010632854,11.007018640112586,0,0,0
6.928877906367316,5.248602505989993,6.217209268734554,30,0,1
8.701151207124788,6.083570199363548,4.768277972350516,0,0,2
6.877370889379395,1.5913777548551713,7.923503285933622,30,1,0
5.940849631032609,7.9797485502550956,11.12363345616691,60,0,1
7.216441092211766,5.079599512732249,4.106621890056665,30,0,1
6.291264452457583,5.7195124239482205,8.229665835634828,30,0,1
6.728083946579675,4.966864722444053,8.315602200925206,60,0,1
8.707324043882625,4.606867547877934,9.33113022415281,0,1,1
5.930513189003872,6.036762981773961,3.315676851272598,30,0,1
8.805952819119572,2.3971622133764123,9.158249646820884,30,1,0
8.526753209780319,2.63735317445744,11.09032520665641,60,1,0
4.978955673946482,8.756070589121656,3.7968310887024197,0,1,2
4.346806504375827,9.515039159202695,4.375433249238776,30,0,2
4.503890006887133,4.359783846517777,11.713950940416396,60,1,0
4.091109128257749,3.436702058291984,3.8097695270948977,30,1,0
4.472214803779642,6.795995889151142,10.543850933695792,60,0,1
7.415033867081784,4.678607539882868,6.922778564480348,0,0,1
4.355943242301145,1.2284772009431038,4.472310744031771,0,0,0
5.594878151468807,2.4053733762957132,10.707499012725114,0,0,0
8.224376554847272,7.443750059626578,6.453052550026655,0,0,2
4.116359678679129,6.930315477191362,7.148173539296902,30,0,1
8.072342412944678,1.2438639325313514,5.592333693997657,30,0,0
5.409273873867,2.997749457396545,7.9295085143492745,0,0,0
4.590824138108282,3.0796731692926427,3.6352387258502277,0,0,0
7.483685826820754,7.047034692388555,5.910815366517607,0,0,2
7.144714233899419,1.1773948397892773,11.694123223352875,30,0,0
8.387360067635264,1.9369772378611647,4.581334327011275,0,0,1
7.675355219019429,8.199244768358703,8.567366645412921,0,0,2
8.017404651924242,2.6069019584890025,5.251900642246949,0,1,1
5.410172862856532,6.874714970666872,9.734731256866006,60,0,1
4.887197718898614,3.1436450294205387,3.3087366071834983,0,0,0
7.753073758204292,1.8949725348341064,11.698210450785448,60,1,0
8.034173696336321,3.1885497189950867,6.5378954138363925,60,0,1
8.952525710003368,7.500402386700932,4.36050463346464,0,0,2
6.063088384557132,8.701268212956572,2.7349674733001264,60,1,2
5.860090428963916,8.471978781102925,3.697579050875407,0,1,2
7.882064803709984,4.5746517665660935,7.197739485560176,30,0,1
5.704017701265089,7.012766229135815,5.370031764312863,30,0,1
8.653786628017823,2.844858658742389,10.288833658826094,30,1,0
8.29206375921506,3.6383295723491194,6.308875236618059,30,0,1
6.1449701368750915,9.067022366690077,4.487142725876299,60,0,2
7.754355338957486,1.1170173115966242,8.171449866040302,0,1,0
7.772714370423412,1.7695767776902127,9.067772168854457,0,0,0
4.5156193441796635,2.870976296314246,3.6704190790094984,0,0,0
8.512764533397833,1.2387898348643773,3.6761921628831766,30,0,0
6.526261862239286,2.632918915808176,2.3667142693354295,30,1,1
8.13228733053871,6.247374048727229,9.364020150656405,0,0,1
5.600248005153059,4.792820955332481,8.638045276218051,30,0,0
8.477616142481002,9.034045399692774,6.746308757498139,0,0,2
5.946008393670816,8.356992055645968,10.441704489691972,0,0,1
4.054188257401492,4.076356165280884,10.056701529500533,0,0,0
8.52690988209632,3.3348109008816325,7.853543643967521,0,1,1
4.456433383930667,4.417231673505402,10.682712805132587,0,0,0
5.596568187952075,6.31265448263327,4.058412100367683,0,0,1
8.750309835254026,3.4125727674058863,3.1191961939772788,0,1,1
8.753035734687781,6.617340170642207,4.697496115169896,30,0,2
6.86718944061643,4.684704869721164,2.5708685608931487,0,1,1
7.159186060848996,5.968424627667822,7.31169528001032,0,0,1
6.242227609891598,4.92513876221785,11.366056922949614,30,0,0
5.466053858490323,3.650191835877259,2.3934354066850965,30,0,1
5.64332272684958,9.53607976265941,3.221099140100268,30,1,2
7.362592280385192,7.872452147437848,6.521990282834353,0,0,2
7.7618726471884,2.261018581898073,11.33875017527905,60,0,0
7.957895218629242,8.816211783081215,5.161561049767505,60,0,2
7.9480907139727694,5.386880784245623,7.072348086883924,30,0,1
4.456030515243452,9.050970042046822,2.415728590503921,60,0,2
6.472101523512907,8.198697303525837,3.4834320096208886,30,1,2
4.287793800083222,4.8269215402231005,11.86630122958847,0,0,0
6.747644411618678,1.2022237748810567,11.651186964360456,60,1,0
6.207652506866885,3.4180962344645147,2.049399809344096,0,0,1
8.4385209137915,5.874707931947802,11.51811785423239,60,0,1
5.754575062760393,6.701303978435325,8.391199378155004,0,0,1
4.585335082138029,3.3209891688988207,10.679182945200221,60,0,0
4.714958410264179,2.254204666655417,6.547398556338591,0,1,0
7.807553158587361,8.514372131193692,7.155960285792503,0,1,2
7.0910903165813055,9.85961962633197,6.888465802569202,60,0,2
4.505613380613951,5.731211640724172,8.668642575461043,0,0,0
4.420534030574987,2.5451135726347314,3.396512547563129,0,0,0
7.5048456572956,3.4507659386743206,2.2997358987267793,0,1,1
4.363815031820968,1.1655160889272005,5.079299415911909,60,0,0
8.109300296451782,9.228689259044492,9.046807627366467,60,0,2
7.531211135782481,2.05975974601127,4.018534521229483,0,1,0
4.406743903209499,6.188648279628282,8.734324333249173,0,0,1
4.42418857042596,3.466496986184854,11.699120461072704,60,0,0
8.933197892505877,5.9876020226421405,2.939007157894184,60,0,2
5.8713539787806015,6.862783495166778,8.726021182251262,0,1,1
5.8532107353344545,8.467676233364815,6.437502193045711,0,0,2
8.063997836287513,2.8577914458454288,10.681422543775053,0,0,0
8.736242886919293,1.0989624579263242,3.771497894473859,30,0,0
8.930005319114354,2.2319706706192655,8.926259522261645,60,0,0
7.766890926294709,9.100167776632945,10.381152896481103,30,0,2
5.881297927654579,8.865010698062637,11.446142194740233,60,0,1
4.417503583493344,6.376717919532775,8.832480282896459,60,0,1
7.885734579637184,6.40465174390288,6.971747640084273,60,0,1
6.792021248679025,6.9853300709163,8.178472402012138,60,0,1
6.1211100462348815,2.5783415076110465,10.689049844787181,60,0,0
8.53177192547368,9.229707513324637,7.706097466388297,60,1,2
4.555987411530757,4.768934724028658,2.303870596968369,60,0,1
6.4631255214542955,4.448246754245477,11.309486955069778,30,1,0
